2030;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;G;I;X;Tot_uses;Y;M
Paper;0.0;32.82872399134985;1.9107804498079908;0.0;25.141920160544963;3.5920719504853102;17.790029570704696;27.24466071291644;251.79567369218975;1419.8020366319288;3252.1545471080804;191.21320959880333;268.7422421790392;153.26009149135567;1674.4477427688103;3175.4957488922923;35.14559029755343;48.27584074556558;1.7943057498100083;166.50269383462145;621.7615828632562;207.2817260762055;11577.218509970711;254.191218428517;268.742168223669;247.711040265563;315.461748383449;337.536758720262;394.534924037291;412.672357116493;481.469179694294;592.949260381715;940.041434748748;0;0;8950.875;0;20648.90184;15762.422
Auto_indus;0.0;24.37772042690536;1.523746179631027;0.0;20.05058469205771;6.697552656576685;33.17510598162918;4.512606152405267;41.706110332327;53.06757177231433;13.56632850797192;38248.44789560036;492.8582104562813;20.77882945751341;66.61680361747352;1127.9504263740794;331.92119912467325;914.763589184538;906.2636984425263;187.91519767983277;175.3766584094802;14.014685950626763;18436.30981509107;823.586415912014;1816.53702840178;3110.28722172112;3873.95421679341;4130.58588801333;4507.25046306688;5955.55314228157;7325.46031869771;8753.20539637023;11183.651828742;150.21249;38291.35;125271.43;0;153597.2444;127770.5931
OthEquip;0.0;208.93439247168473;50.37289736631576;4.9349732498761245;631.0550173571091;359.31400776071507;462.7853403460964;66.46202341136441;308.5136401317977;636.0799596972901;296.7453683227769;8261.473547599802;7634.765124505124;2004.4284266824113;664.85024128735;7468.460146006375;279.2239094708387;59.70238241674849;43.5119144328927;1589.673646125908;9597.11974251923;80.99885697270844;11454.088917614754;553.862538222171;624.395944028527;701.005962574645;823.723042350932;880.686507235624;1013.99586077049;1124.44082857481;1309.8358216462;1472.19931495521;2082.63166964139;0;20635.402;39409.35;0;66526.9438;56959.68556
Electronics;0.0;74.32165453561916;18.29694406480953;1.5575247122652696;295.5901261308613;103.13360765325115;132.83290015989442;24.003025720546514;111.42093573330386;153.73639512080354;96.01945843975679;6338.144212492361;3368.3922185387446;3493.569021550888;74.55386707712704;1785.0661405848573;21.222367250503453;27.216626388428363;4.9768375271046015;0.0;2297.6176817176124;36.581344242092975;11988.018584916137;974.5261488075;1098.63032793249;1233.42632615432;1449.34814292899;1549.57593574261;1784.13493872171;1978.46377269698;2304.66803477497;2590.3481160997;3664.40931614072;225.98444;9540.6643;27315.1;0;29498.62217;58399.65877
Food_industry;0.0;45.14006251733071;2.4664271007435854;0.0;32.45312206973924;12.91642612151381;63.99366358105847;4.899495041794263;45.280119176466684;2011.389650024671;254.5534671959291;114.38386793174459;98.1205894122846;17.318641076811648;23835.728628587694;2765.981854076137;19.397581199640083;78.94177148501231;156.76802117517678;5454.536083549154;474.645040342595;148.4351146383587;31030.313725615542;6852.88033253516;7684.21414288629;8354.05139531981;9069.41527834416;9704.04062322672;10193.8700982724;10772.2013134296;11493.7950792267;11737.3028989783;13139.4568377809;0;0;31093.607;0;151470.6767;46223.90831
OthManuf;0.0;665.1207443011856;50.42161065470235;14.05186884803072;702.3834124183345;925.2809433997081;1191.7332668871481;176.6040768240297;819.7879601989465;4492.151935346854;2007.0216364590572;16052.017943757777;8607.73498298539;2509.6601781981262;4711.707458041333;40070.364630884294;821.6705698046562;172.2316108181152;1051.6402390350277;1700.0033948163664;22914.894521671366;505.65891083148495;41884.21489932482;5382.88579608563;6068.38678295275;6812.94508273226;8005.60930766212;8559.22656501624;9854.83508601902;10928.2288927589;12730.0482871117;14308.0287334316;20240.7053662298;2285.6381;26497.283;55802.634;0;241515.6256;101193.0679
LandTransp;0.0;144.26130722300786;4.688876676951826;0.0;61.703451762338986;7.9713931500307265;39.49575088567018;11.076546586421976;102.37255411221753;313.9891380460445;47.35825636687001;92.74201619066388;75.62117701874291;52.88217996661597;283.78031281795506;322.7614820902982;19966.80896854698;79.61663537977678;81.8179812627182;121.39152558233091;441.3496275619837;142.06822774143419;47073.05052338347;3387.47449481889;2274.6826043163;2154.25867308386;2440.01430697999;2263.87539563622;2545.97590021438;3371.90105807756;3730.55252707326;4105.29122425139;6425.72281554815;5833.3547;0;2545.9666;0;105478.9625;3582.911386
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9724565983320803;2854.7377235959207;0.0;0.0;0.0;0.0;288.7747838662063;107.360402414763;20.6560628883615;40.8870830139373;63.5406779658434;16.7437853814226;13.3648272641362;101.875972755011;56.5731692502451;60.4268096620552;56.7124994042255;0;0;31501.54;0;28840.33738;0
AirTransp;0.0;34.87910166774754;1.3560244778443025;0.0;17.841762362995997;3.346798315099749;16.582457751069292;3.2224277425421044;29.77916135993786;102.78946734171845;9.925927113823594;59.826126707955574;27.422406234825218;10.525108390745011;67.10150978294854;117.08677530483133;42.90884193590857;51.91837535705069;1782.9756533714055;6.696470307203545;120.69099216606114;61.63447907318651;4635.028533776041;966.676760771688;367.464130916159;358.924796724285;394.298328810626;261.442642891781;392.299311844742;632.179006679255;858.502795093304;1193.39414185359;2364.19186441457;0;0;16758.093;0;23609.28618;7986.74388
AgriForest_Fish;0.0;0.0;0.0;0.0;13.159059025385163;0.0;0.0;0.0;0.0;54.87938411604417;123.63529975872429;0.0;0.0;0.0;34087.0216753017;3174.916111390783;0.0;0.0;0.0;14093.945847479992;576.0535777447382;0.0;2354.9224726374187;1928.49880807892;2254.42714924681;2588.32686569427;2759.86825685985;2942.61980982657;3208.47806675421;3236.56430346557;3620.22488729529;3867.60670499502;4641.4913477835;0;1597.0446;19209.048;0;90006.32133;17266.08475
Construction;9.760392802415494;663.4287290947777;240.00769984379076;5.072168758264361;2354.411330825995;169.61660893505828;83.6383604190513;21.996691281388827;140.03593312904226;375.64222967444226;112.24123572417497;954.6068741718714;1112.0577398852859;182.6613682095607;304.0016481588662;1260.4700501565897;224.24827422748675;301.7362618031727;130.86391237660388;363.3465185907257;54680.51384659953;5247.972454092225;22684.280751371487;2406.98635089016;6408.51814159212;7440.94754268264;7109.56449473233;11730.3053919975;14554.4517001305;13118.8669635908;14277.5624847535;19196.9741236504;17790.0430059801;0;319737.66;0;0;390333.0924;0
Property_business;0.0;203.01007113235866;26.615680121116203;2.932731837827949;195.54704079183358;519.2996704805129;116.59691871150535;71.45481080946523;501.9406291156678;910.6724736555271;202.84242232147844;837.8576086758071;404.80314764110744;134.35147467950716;612.8352109048116;1189.681820284795;1209.5061669387323;416.3535306310756;251.44598062107278;21.421504477344673;2438.137594976933;12583.530332636414;71600.96225626407;16736.7338388313;17354.8339821534;19479.6911917536;22287.5491367432;23751.7042661694;25996.3976410213;27932.1363287567;30122.5363468612;32815.7882803864;38232.6279873235;18433.016;13157.197;0;0;376738.8696;0
Compo;67.99332751797611;7522.822086001757;539.2258878682231;59.83106283441248;8092.495499318339;1263.43812209523;16684.604569863135;758.6874657561214;9103.899759895448;29840.59047878372;5659.711192091543;37494.30078514235;12246.99830590481;9688.197081396624;30420.477033633557;41490.86293458251;25686.194750972667;13437.520716231482;4579.183959017431;9449.727674263135;91883.47314847865;54203.86997783202;982990.4685818431;25266.2069302545;28511.0756554387;32138.7024337162;37759.1979019666;40374.733375774;46452.8626516099;51629.9278681204;60288.9336198449;67856.2674069429;95884.698156332;663446.05;202152.89;220678.49;0;2760753.192;242913.9555
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
